"","boot","coef_main","coef_interact","aic","adj_r2"
"1",1,0.00680866673304864,-0.000431614735568341,-9266.37294612839,0.198583604674648
"2",2,0.00881541665995941,-0.000560378633566792,-10995.254752672,0.180135058421624
"3",3,0.00959641499142028,-0.000694138315783552,-17499.7266540072,0.19513657954398
"4",4,0.0106476658671615,-0.000807687058179186,-13128.5044477718,0.189658696623781
"5",5,0.00862874864446839,-0.000537021192927865,-9423.36005289745,0.179331142386783
"6",6,0.00927430106218033,-0.00062459589764415,-12435.108161362,0.167418294290127
"7",7,0.0108387298298374,-0.000792920751623985,-12686.5606625237,0.183455655487894
"8",8,0.00657724221963193,-0.000489441077920543,-11960.7816447709,0.175642737468241
"9",9,0.00838386588618548,-0.000491121643110977,-17867.8415472686,0.197619221187369
"10",10,0.00687037162839974,-0.000326117320225058,-16348.098504154,0.174897994926357
"11",11,0.00807436320568064,-0.000523229917417945,-15730.87998377,0.184484279773741
"12",12,0.00677680690156291,-0.000449504458392369,-16951.6415820268,0.206472124290221
"13",13,0.0102944899140817,-0.000653864173540502,-8158.00101110971,0.153383629150611
"14",14,0.0101191908059468,-0.000667511874676516,-11654.5338500394,0.179006863494982
"15",15,0.00736293151500279,-0.000408542210272417,-18919.5173314045,0.202683076276047
"16",16,0.010452841291709,-0.000854740887307033,-10715.976339996,0.186045813085878
"17",17,0.00853076467310537,-0.000579479660825587,-12723.4669685329,0.185713027415133
"18",18,0.00675035836889772,-0.000417413167271135,-18041.1363127088,0.222166121686794
"19",19,0.00847605428043546,-0.000573226096002892,-10128.3611550755,0.158615320171745
"20",20,0.00938264813602946,-0.00066532282016502,-11039.094172488,0.176971449858289
"21",21,0.00953623318011269,-0.000789327031596943,-8334.17311702944,0.150177399399913
"22",22,0.0100361052475999,-0.000744205714062522,-12169.1540129151,0.182493836547832
"23",23,0.0106263102427043,-0.000632409634019454,-7397.80889536473,0.158465577219468
"24",24,0.00948651090331193,-0.000673041893321806,-13975.2950067393,0.18648361303339
"25",25,0.0104162204528042,-0.000719706197169451,-9255.01268383955,0.154827772506286
"26",26,0.0085399068177571,-0.000609856339622671,-13941.7661255906,0.183891731033846
"27",27,0.0102099889023286,-0.000740477032372919,-14015.7400823211,0.175894124294817
"28",28,0.0120720730784945,-0.000866252005310943,-18883.5156195263,0.211328599585979
"29",29,0.00678943451508969,-0.000381897811565573,-17271.4323277453,0.197158796398355
"30",30,0.0085670530456919,-0.000580726602349785,-10053.5000821446,0.154691011719234
"31",31,0.00804638101695572,-0.000533197672833385,-18419.0576617783,0.195229352837545
"32",32,0.0116816407842,-0.000768944387940513,-20837.3307148227,0.22434124942112
"33",33,0.00994875566924719,-0.00056818876708634,-18489.5728250301,0.198086153671408
"34",34,0.00772529665089078,-0.000478457768979431,-14682.7503579823,0.230677731041097
"35",35,0.00881551866626422,-0.000690494706108321,-12379.4410136424,0.172347057097462
"36",36,0.00544961980711207,-0.000253417792748984,-14345.9345182166,0.166188089669999
"37",37,0.00705682830823389,-0.000501721037320694,-13219.3196181691,0.166299197811687
"38",38,0.0123809713025438,-0.000917767097614322,-7545.64559770875,0.155207497128395
